id,name,host_id,host_name,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,city,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,price,security_deposit,cleaning_fee,review_scores_rating,cancellation_policy
18406520,"Downtown Inn Asheville, NC #10-Double",96305927,Narendra,9/22/2016,within an hour,100%,100%,f,Asheville,28801,35.59482,-82.55604,Other,Private room,4,1,1,$150.00 ,,,86,flexible
18422959,The Red Rooster Bungalow,127670039,Mikael,4/26/2017,within an hour,100%,100%,t,Asheville,28806,35.57941,-82.6094,Bungalow,Entire home/apt,4,1,2,$145.00 ,$160.00 ,$35.00 ,99,moderate
18431805,"Modern Suite by New Belgium, River Arts District",127748325,Will And Marian,4/26/2017,within an hour,100%,95%,f,Asheville,28806,35.58287,-82.57151,Apartment,Entire home/apt,2,1,1,$78.00 ,$0.00 ,$40.00 ,98,moderate
18432514,Kitty Shangra La in Family Home with Hot Tub!,1570381,Laeo,1/5/2012,N/A,N/A,33%,f,Asheville,28805,35.60538,-82.49482,House,Private room,2,1,1,$62.00 ,$300.00 ,$32.00 ,99,flexible
18466431,My Green Escape,32651476,Tom,5/5/2015,within an hour,100%,100%,t,Asheville,28805,35.62251,-82.47728,Apartment,Entire home/apt,4,1,2,$76.00 ,$250.00 ,$19.00 ,99,moderate
18471514,Robin's Nest,7765711,Robin,7/27/2013,within an hour,100%,97%,t,Asheville,28805,35.61738,-82.50353,House,Entire home/apt,2,1,1,$90.00 ,$100.00 ,$25.00 ,99,strict_14_with_grace_period
18472679,"Asheville one bedroom apt, 5 min from downtown.",128122319,Eric,4/29/2017,N/A,N/A,N/A,f,Asheville,28806,35.59768,-82.60878,Apartment,Entire home/apt,2,1,1,$74.00 ,,,60,flexible
18473371,West Asheville Bamboo Bungalow near French Broad River,128125554,Austin,4/29/2017,within a few hours,100%,100%,t,Asheville,28806,35.56914,-82.56945,Bungalow,Entire home/apt,6,1,2,$199.00 ,$200.00 ,$75.00 ,99,strict_14_with_grace_period
18487194,Budget Squad Bunker near downtown & pet friendly!,65499332,Elizabeth,4/2/2016,within an hour,100%,100%,t,Asheville,28803,35.57046,-82.52896,House,Entire home/apt,11,1,2,$90.00 ,$100.00 ,$50.00 ,94,strict_14_with_grace_period
18510280,1920s Asheville Bungalow,87397,Evan,3/2/2010,N/A,N/A,75%,t,Asheville,28801,35.61067,-82.55907,Bungalow,Private room,2,1,1,$65.00 ,,$15.00 ,98,flexible
18521819,Convenient + modern spot:  central North Asheville,73600074,Joel,5/23/2016,within an hour,100%,100%,t,Asheville,28804,35.63526,-82.53509,Guest suite,Entire home/apt,2,1,1,$95.00 ,$0.00 ,$40.00 ,100,moderate
18525895,Porch Living in West Asheville,10111189,Ben,11/18/2013,N/A,N/A,N/A,f,Asheville,28806,35.57248,-82.57737,Guest suite,Private room,2,1,1,$70.00 ,$0.00 ,$40.00 ,98,moderate
18566844,"Cozy, Quiet, Walk to Downtown",3868549,Marty & Robyn,10/14/2012,within an hour,100%,100%,t,Asheville,28801,35.60428,-82.54884,House,Private room,2,1,1,$65.00 ,$0.00 ,$25.00 ,100,moderate
18592860,Stay Local: Bungalow 2 Miles to Downtown Asheville,38850258,Katie,7/18/2015,within an hour,100%,100%,t,Asheville,28806,35.59759,-82.5918,Bungalow,Entire home/apt,2,1,1,$119.00 ,$0.00 ,$25.00 ,100,flexible
18599205,COZY WALKABLE WEST ASHEVILLE MODERN SUITE,48064538,Gael,11/3/2015,within an hour,100%,97%,t,Asheville,28806,35.58399,-82.57548,Guest suite,Entire home/apt,2,1,1,$75.00 ,$0.00 ,$40.00 ,100,moderate
18616393,Central AVL - 2BD/1BA Hideaway - 5min to DT,91729665,Timothy,8/24/2016,N/A,N/A,50%,t,Asheville,28805,35.58998,-82.51724,Apartment,Entire home/apt,4,1,2,$79.00 ,$300.00 ,$50.00 ,98,strict_14_with_grace_period
18627613,Private apartment w/ kitchen and laundry,85284621,Jay,7/22/2016,within an hour,100%,100%,f,Asheville,28806,35.51099,-82.61195,Guest suite,Entire home/apt,3,1,1,$73.00 ,,$40.00 ,95,flexible
18716194,Blue Ridge Fire Tower,130138003,Kristyn,5/13/2017,within an hour,100%,100%,t,Asheville,28805,35.61086,-82.48748,Cabin,Entire home/apt,7,1.5,3,$250.00 ,$200.00 ,$105.00 ,99,moderate
18721359,The Acorn Guesthouse,32221473,Randy,4/29/2015,within an hour,100%,100%,t,Asheville,28803,35.56916,-82.52562,Guesthouse,Entire home/apt,2,1,1,$62.00 ,$300.00 ,$50.00 ,93,moderate
18731242,Asheville Luxury Socially Distant Retreat,11601753,Anita,1/24/2014,within an hour,100%,100%,t,Arden,28704,35.46242,-82.59817,House,Entire home/apt,12,4.5,5,$600.00 ,$500.00 ,$250.00 ,98,moderate
18751432,LOCATION : 2 mi to Downtown/Breweries/restaurants,130451455,Angelica,5/15/2017,within an hour,100%,98%,t,Asheville,28805,35.58631,-82.53107,House,Entire home/apt,8,2,2,$299.00 ,$400.00 ,$150.00 ,100,strict_14_with_grace_period
18753699,"Tiny retreat just off the interstate, Shared Bath",8631226,Drew,9/4/2013,N/A,N/A,98%,f,Asheville,28805,35.58528,-82.46236,Cottage,Private room,2,1,1,$55.00 ,$0.00 ,$20.00 ,95,flexible
18776404,North Liberty House,2285909,Gretchen,5/3/2012,within an hour,100%,94%,t,Asheville,28801,35.60704,-82.55182,House,Private room,2,1,1,$99.00 ,$0.00 ,$15.00 ,99,strict_14_with_grace_period
18784621,"Downtown love, downtown life.",46001530,Jonathan,10/7/2015,within an hour,100%,100%,f,Asheville,28801,35.59283,-82.55703,Apartment,Entire home/apt,2,1,1,$105.00 ,,$75.00 ,91,strict_14_with_grace_period
18825741,"Luxurious master suite, spa bath, private porch",20537619,Jane,8/25/2014,within an hour,100%,98%,t,Asheville,28805,35.59873,-82.48356,House,Private room,2,1.5,1,$125.00 ,$300.00 ,$70.00 ,100,moderate
18907430,North Liberty House 2,2285909,Gretchen,5/3/2012,within an hour,100%,94%,t,Asheville,28801,35.60739,-82.55096,House,Private room,3,1,2,$84.00 ,$0.00 ,$25.00 ,99,strict_14_with_grace_period
18910863,Magical Mountain Mod Near Downtown,27754937,Lauryl,2/14/2015,within an hour,100%,99%,t,Asheville,28804,35.62217,-82.56178,Apartment,Entire home/apt,6,1,2,$79.00 ,$250.00 ,$50.00 ,93,moderate
18918238,Asheville Getaway...Fenced in Backyard!,2439734,Jacob,5/22/2012,within an hour,100%,100%,t,Candler,28715,35.56421,-82.6687,Apartment,Entire home/apt,2,1,1,$79.00 ,$250.00 ,$20.00 ,97,moderate
18928361,The Azalea Cabin,96462574,OM Sanctuary,9/23/2016,N/A,N/A,N/A,f,Asheville,28806,35.61045,-82.58027,Cabin,Entire home/apt,8,2,3,$250.00 ,$100.00 ,$65.00 ,83,strict_14_with_grace_period
18929549,Off the Beat Inn Path,131948090,Patty And Jim,5/25/2017,within an hour,100%,100%,t,Asheville,28805,35.59267,-82.47299,Cottage,Entire home/apt,8,1,3,$80.00 ,,,99,flexible
18974593,Asheville Escape minutes to downtown! NEW FIRE PIT,123930099,Keith And Chan,4/2/2017,within an hour,100%,100%,t,Asheville,28805,35.62851,-82.46999,House,Entire home/apt,12,2.5,3,$528.00 ,$500.00 ,$200.00 ,99,strict_14_with_grace_period
18992152,Cozy Retro Camping Glamping Asheville Area,4148982,Michelle & Elizabeth,11/14/2012,N/A,N/A,0%,f,Asheville,28806,35.5774,-82.58324,Camper/RV,Entire home/apt,3,1,0,$99.00 ,$250.00 ,$0.00 ,97,flexible
19006372,1908 Arts and Crafts Downtown,132605603,Cecilia  & A J,5/30/2017,within an hour,100%,99%,t,Asheville,28801,35.60032,-82.56242,House,Entire home/apt,6,1,2,$50.00 ,$250.00 ,$70.00 ,97,strict_14_with_grace_period
19029460,"Large private entry basement: modern, clean, airy.",90478266,Liana,8/17/2016,within an hour,100%,100%,t,Fletcher,28732,35.42979,-82.5255,House,Entire home/apt,2,1,1,$75.00 ,$0.00 ,$10.00 ,97,flexible
19032051,Chestnut House,119642196,Naomi,3/7/2017,within an hour,100%,100%,t,Asheville,28806,35.57694,-82.59418,Apartment,Entire home/apt,4,1,1,$91.00 ,$0.00 ,$50.00 ,100,moderate
19050500,West Asheville Hilltop Hideout,28404139,Blake,2/26/2015,within an hour,100%,100%,t,Asheville,28806,35.571,-82.6242,Camper/RV,Entire home/apt,3,1,1,$65.00 ,,$12.00 ,99,flexible
19066373,Yellow Bungalow on Haywood,42676282,Amanda,8/27/2015,within an hour,100%,100%,t,Asheville,28806,35.58111,-82.59625,House,Entire home/apt,6,1,3,$167.00 ,$400.00 ,$85.00 ,93,strict_14_with_grace_period
19066512,"Entire Asheville Home - Walkable, Monthly Rental!",71125861,Rich,5/9/2016,within an hour,100%,N/A,f,Asheville,28806,35.57735,-82.59786,House,Entire home/apt,9,2,4,$105.00 ,$500.00 ,$175.00 ,100,strict_14_with_grace_period
19077911,Bear Retreat,29250844,Jane,3/13/2015,within a few hours,100%,80%,f,Asheville,28806,35.57586,-82.58988,Bungalow,Entire home/apt,4,1,2,$150.00 ,$300.00 ,$50.00 ,96,moderate
19085821,3BR home close to Asheville,133098658,Jonathan & Mia,6/2/2017,N/A,N/A,N/A,f,Arden,28704,35.47059,-82.50423,House,Entire home/apt,6,1.5,3,$175.00 ,$0.00 ,$100.00 ,100,moderate
19101996,The In-Between:Private small house between N&W Avl,50024355,Alice,11/27/2015,within an hour,100%,100%,t,Asheville,28806,35.60599,-82.59241,House,Entire home/apt,4,1,1,$82.00 ,$0.00 ,$35.00 ,98,moderate
19110626,Mountain views,133522567,Dan,6/5/2017,within an hour,100%,100%,f,Asheville,28803,35.55508,-82.4757,House,Entire home/apt,6,2,3,$310.00 ,,,99,flexible
19118629,Just Beyond Utopia,128125554,Austin,4/29/2017,within a few hours,100%,100%,t,Asheville,28805,35.61251,-82.52632,Guesthouse,Entire home/apt,4,1,0,$149.00 ,$150.00 ,$60.00 ,98,moderate
19120555,"River, Mountain Modern close to everything",130352599,Anthony,5/15/2017,within an hour,100%,100%,t,Asheville,28806,35.56701,-82.56779,House,Entire home/apt,10,3.5,4,$375.00 ,$750.00 ,$200.00 ,99,strict_14_with_grace_period
19121317,Bohemian Bargain,30447349,Deanna,4/2/2015,within a few hours,100%,100%,t,Asheville,28806,35.6361,-82.63202,Guest suite,Entire home/apt,3,1,1,$70.00 ,$200.00 ,$40.00 ,96,strict_14_with_grace_period
19129020,❤️Asheville Cozy Log Cabin Urbane Retreat 30 day +,16339042,Lori & Lizzie,6/3/2014,within an hour,100%,100%,t,Asheville,28805,35.58754,-82.49093,Cabin,Entire home/apt,2,1,1,$42.00 ,$500.00 ,$110.00 ,98,moderate
19135906,Asheville Red Cottage - cheerful cozy city home.,66582598,Myra,4/10/2016,within a few hours,100%,100%,f,Asheville,28806,35.57359,-82.62476,Cabin,Entire home/apt,5,1,2,$65.00 ,$300.00 ,$0.00 ,,moderate
19137905,Quiet Living Space Close to Downtown - West AVL,107292420,Tamara,12/14/2016,N/A,N/A,100%,t,Asheville,28806,35.58364,-82.62101,House,Private room,4,1,1,$57.00 ,$0.00 ,$25.00 ,98,moderate
19227583,"West AVL Artsy Bungalow, easy walk to Haywood Rd",52404494,Sonia,12/27/2015,N/A,N/A,100%,t,Asheville,28806,35.5735,-82.59074,Bungalow,Private room,2,1,1,$70.00 ,$0.00 ,$50.00 ,99,moderate
19229221,Modern Bohemian Central Loft,427027,Celeste,3/7/2011,within an hour,100%,98%,t,Asheville,28801,35.5967,-82.55473,Apartment,Entire home/apt,2,1,1,$119.00 ,$100.00 ,$0.00 ,99,super_strict_60
19262092,Walkable and Tranquil One Bedroom Apartment,16954978,Phaedra,6/18/2014,within a day,100%,100%,t,Asheville,28806,35.58528,-82.59615,Guest suite,Entire home/apt,4,1,1,$110.00 ,$200.00 ,$95.00 ,99,strict_14_with_grace_period
19264539,Apartment at Haywood Bungalow,42676282,Amanda,8/27/2015,within an hour,100%,100%,t,Asheville,28806,35.58045,-82.59618,Apartment,Entire home/apt,2,1,1,$95.00 ,$200.00 ,$65.00 ,95,moderate
19270494,"Sweet space with a hot tub, pool, private entrance",99486090,John,10/13/2016,within a few hours,75%,90%,t,Asheville,28806,35.579,-82.62973,Apartment,Entire home/apt,3,1,1,$125.00 ,$0.00 ,$50.00 ,99,moderate
19273710,"Cozy Country Cottage, Ten Minutes from Downtown!",56347978,Caitlin,1/27/2016,within an hour,100%,94%,t,Asheville,,35.60054,-82.59295,House,Entire home/apt,5,1,2,$87.00 ,$0.00 ,$40.00 ,95,moderate
19307742,Downtown Home w/Large Fenced Yard in South Slope!,135212332,Brent,6/15/2017,within an hour,100%,100%,t,Asheville,28801,35.59046,-82.54536,House,Entire home/apt,6,1,2,$200.00 ,$0.00 ,$100.00 ,100,moderate
19326768,VERY CLOSE TO DOWNTOWN- Peacock Escape,133792356,Joseph,6/6/2017,within an hour,100%,100%,t,Asheville,28801,35.61003,-82.55346,Guest suite,Entire home/apt,2,1,1,$110.00 ,$0.00 ,$50.00 ,98,moderate
19340532,Asheville Cottages Resort-Immaculate & Luxurious,53185861,"Asheville Cottages, Inc.",1/3/2016,within an hour,100%,100%,t,Asheville,28806,35.52044,-82.61388,Cottage,Entire home/apt,4,1,1,$285.00 ,$0.00 ,$95.00 ,100,flexible
19381523,"Jaw Dropping Views, Minutes to Downtown, Location!",15059098,Jan,5/3/2014,within an hour,100%,100%,t,Asheville,28804,35.65163,-82.58413,House,Entire home/apt,2,1.5,1,$175.00 ,$250.00 ,$75.00 ,99,strict_14_with_grace_period
19387344,Asheville Forest / Hot Tub Oasis,30051352,Renee,3/26/2015,within an hour,100%,99%,t,Asheville,28803,35.48981,-82.49799,Guest suite,Entire home/apt,2,1,1,$90.00 ,$100.00 ,$10.00 ,95,strict_14_with_grace_period
19388286,Hot Tub Heated Bathroom Floors and VERY CLEAN!!!,53185861,"Asheville Cottages, Inc.",1/3/2016,within an hour,100%,100%,t,Asheville,28806,35.51931,-82.61493,Cottage,Entire home/apt,4,1,1,$285.00 ,$0.00 ,$95.00 ,100,flexible
19406211,"Private Apartment close to Parkway, Trails, & Town",47709386,Jen,10/29/2015,within an hour,100%,93%,t,Asheville,28805,35.58712,-82.4827,Apartment,Entire home/apt,2,1,0,$46.00 ,$0.00 ,$0.00 ,95,moderate
19409581,Mountain stay! Private King bed/ bath. 5 mi to AVL,63632067,Lauren,3/19/2016,N/A,N/A,100%,f,Asheville,28805,35.59952,-82.47675,House,Private room,2,1,1,$65.00 ,,$30.00 ,98,flexible
19415618,Country Chic Home in South Asheville,16068834,Sonia,5/27/2014,within a few hours,100%,100%,t,Asheville,28803,35.48927,-82.53154,House,Entire home/apt,6,2,3,$143.00 ,$200.00 ,$125.00 ,100,flexible
19490081,"Downtown Private Porch, Entry, Living Rm, Bath&Bed",32509577,Stacy,5/3/2015,N/A,N/A,100%,t,Asheville,28801,35.58758,-82.55651,Bungalow,Private room,4,1,1,$120.00 ,,$20.00 ,98,flexible
19529697,Spacious Asheville Getaway close to everything,45224594,Lisa,9/27/2015,within an hour,100%,100%,t,Asheville,28732,35.474,-82.48295,House,Entire home/apt,10,1.5,4,$99.00 ,$250.00 ,$125.00 ,96,flexible
19531546,West Asheville Epicenter - NC Vacation Rental,48428279,Chad,11/7/2015,within an hour,100%,96%,t,Asheville,28806,35.57364,-82.57219,House,Entire home/apt,4,2,2,$184.00 ,$200.00 ,$85.00 ,96,moderate
19548415,"Private Suite, private entry.",26302902,Laurel,1/18/2015,within an hour,100%,100%,t,Asheville,28804,35.6342,-82.55102,Guest suite,Entire home/apt,2,1,1,$99.00 ,$0.00 ,$35.00 ,100,flexible
19561946,"Downtown Artist Dream, Walk everywhere!",46001530,Jonathan,10/7/2015,within an hour,100%,100%,f,Asheville,28801,35.59541,-82.55699,Apartment,Entire home/apt,2,1,1,$100.00 ,,$40.00 ,91,strict_14_with_grace_period
19608022,NORTH ASHEVILLE STORYBOOK COTTAGE--DOG FRIENDLY!!!,50478143,Jean,12/3/2015,within an hour,100%,100%,t,Asheville,28804,35.62191,-82.556,Bungalow,Entire home/apt,4,2,2,$84.00 ,$500.00 ,$75.00 ,96,strict_14_with_grace_period
19609285,Slice of Heaven in Asheville,75476809,Diana,6/2/2016,within an hour,100%,100%,t,Asheville,28803,35.53679,-82.47187,Guest suite,Entire home/apt,4,1,1,$61.00 ,$0.00 ,$49.00 ,99,moderate
19610809,West Asheville Garden Bungalow,21423326,Leigh Anne,9/16/2014,N/A,N/A,100%,f,Asheville,28806,35.58047,-82.58468,Bungalow,Entire home/apt,5,2,3,$125.00 ,,$125.00 ,100,flexible
19620931,Location Location Location!   Downtown Asheville,98078269,Bill,10/4/2016,N/A,N/A,17%,f,Asheville,28801,35.60339,-82.55242,Apartment,Entire home/apt,2,1,1,$179.00 ,$200.00 ,$50.00 ,100,flexible
19622621,Rosemary Retreat 1.5 miles to UpCountry Brewing,121394080,Carole,3/18/2017,N/A,N/A,100%,t,Asheville,28806,35.57765,-82.62448,Guest suite,Entire home/apt,2,1,1,$150.00 ,$100.00 ,$100.00 ,98,moderate
19625971,43 Hillcrest Road,4455863,Lori,12/20/2012,N/A,N/A,90%,t,Asheville,28804,35.65049,-82.57706,House,Entire home/apt,8,2,3,$165.00 ,$200.00 ,$75.00 ,98,moderate
19700502,Westside Wayside,2551548,Benjamin,6/5/2012,within an hour,100%,100%,t,Asheville,28806,35.55732,-82.64464,Guesthouse,Entire home/apt,4,1,1,$75.00 ,$0.00 ,$45.00 ,100,moderate
19701203,Emma Bungalow- 5 minutes from Downtown,13347648,Leah,3/20/2014,N/A,N/A,N/A,f,Asheville,28806,35.5973,-82.59278,House,Entire home/apt,6,1,2,$115.00 ,,$65.00 ,90,strict_14_with_grace_period
19719866,West Asheville Bungalow,138986666,Lisa,7/6/2017,N/A,N/A,100%,t,Asheville,28806,35.58286,-82.5975,Bungalow,Private room,4,1,0,$98.00 ,,,99,flexible
19733975,"Mountain view, private entrance, close to town!",19692327,Dana,8/8/2014,N/A,N/A,0%,f,Asheville,28805,35.571,-82.49313,House,Private room,2,1,1,$70.00 ,$0.00 ,$15.00 ,95,flexible
19742574,Safe & Clean in Artsy WAVL *Re-opening in June*,39479809,Bradlee,7/24/2015,within an hour,100%,100%,t,Asheville,28806,35.58545,-82.60485,Guest suite,Entire home/apt,2,1,1,$65.00 ,$100.00 ,$50.00 ,98,moderate
19744619,Bedroom ~ 2 miles from Downtown Asheville!,35012995,Ben,6/4/2015,within a few hours,100%,96%,t,Woodfin,28804,35.62405,-82.57753,Bungalow,Private room,2,1,1,$52.00 ,,$20.00 ,97,moderate
19785945,Artists Woodside Home with Private Entrance,1417681,Melissa And Sean,11/17/2011,N/A,N/A,96%,t,Asheville,28806,35.63069,-82.62186,Apartment,Entire home/apt,3,1,0,$120.00 ,$0.00 ,$40.00 ,99,moderate
19787532,Montford  Private Apt.,139692951,James,7/10/2017,within an hour,100%,96%,t,Asheville,28801,35.6017,-82.5654,Apartment,Entire home/apt,4,1,1,$150.00 ,$125.00 ,$55.00 ,97,moderate
19790687,Artsy Mountain View Loft,32928027,Becky,5/8/2015,within a day,100%,100%,f,Asheville,28803,35.51607,-82.46923,Guest suite,Entire home/apt,2,1,1,$120.00 ,$0.00 ,$25.00 ,98,moderate
19809125,Private Simple Guest Suite close to Downtown,49572070,Silver And Shane,11/21/2015,within an hour,100%,93%,t,Asheville,28805,35.60076,-82.50946,Guest suite,Entire home/apt,4,1,1,$49.00 ,$0.00 ,$45.00 ,97,strict_14_with_grace_period
19811549,"Prewedding parties, weddings, family reunions",139747580,Marilyn,7/10/2017,within a few hours,60%,100%,f,Asheville,28806,35.63817,-82.62466,House,Entire home/apt,12,3.5,5,$355.00 ,$500.00 ,$185.00 ,97,moderate
19858349,Suite in Montford (kid-friendly),140436665,Alexa And Mike,7/14/2017,N/A,N/A,100%,t,Asheville,28801,35.59785,-82.56567,Guest suite,Entire home/apt,4,1,0,$125.00 ,$0.00 ,$35.00 ,100,strict_14_with_grace_period
19864005,Adventurer/family paradise- trails out the door,78304303,Rachel,6/17/2016,N/A,N/A,N/A,f,Asheville,28806,35.50524,-82.61001,House,Entire home/apt,9,2,3,$150.00 ,$0.00 ,$85.00 ,96,flexible
19870831,Asheville: A Stamp of Approval,121669790,Kaye,3/20/2017,N/A,N/A,100%,t,Asheville,28805,35.58808,-82.5003,House,Private room,2,1,1,$72.00 ,,$20.00 ,100,moderate
19921886,Charming 1920s Craftsman Bungalow close to Local Breweries,141121732,Claire,7/18/2017,within an hour,100%,100%,f,Asheville,28806,35.57583,-82.60796,Bungalow,Entire home/apt,3,1.5,2,$90.00 ,$0.00 ,$100.00 ,99,strict_14_with_grace_period
19952563,Quite Place in The Mountain,14089397,Said,4/9/2014,N/A,N/A,N/A,f,Arden,28704,35.45659,-82.53301,Apartment,Private room,2,1,1,$70.00 ,$200.00 ,$0.00 ,100,flexible
19965982,The King Arthur Suite,138013672,Tori & Austin,7/1/2017,N/A,N/A,N/A,f,Asheville,28806,35.59044,-82.59997,House,Private room,4,1,0,$65.00 ,$0.00 ,$10.00 ,99,moderate
19970767,Heart of Asheville ★ Mid-Century Modern,141615767,Gabby,7/20/2017,N/A,N/A,100%,t,Asheville,28806,35.57373,-82.58907,House,Entire home/apt,6,1,2,$170.00 ,$200.00 ,$70.00 ,99,moderate
19982717,Heavens Little Haven Two,141731478,George,7/21/2017,within an hour,100%,100%,f,Asheville,28804,35.65473,-82.58492,House,Entire home/apt,15,3.5,6,$695.00 ,$750.00 ,$295.00 ,99,strict_14_with_grace_period
19992336,Llamasté-an Animal Lover’s Bohemian Mountain Haven,1420056,Pamela,11/18/2011,within an hour,100%,100%,t,Asheville,28803,35.55697,-82.46391,Farm stay,Private room,2,1,1,$85.00 ,$0.00 ,$20.00 ,100,moderate
20008452,Hideaway Cabin in the City!,142023667,Jim And Paulette,7/23/2017,within an hour,100%,100%,t,Asheville,28806,35.57435,-82.61226,Guesthouse,Entire home/apt,4,1,0,$55.00 ,$0.00 ,$65.00 ,97,strict_14_with_grace_period
20014085,Quiet Ranch Style Home Minutes to West Asheville,142086299,Nate,7/23/2017,N/A,N/A,100%,f,Asheville,28806,35.58949,-82.60596,House,Private room,2,1,1,$60.00 ,$0.00 ,$25.00 ,94,moderate
20016326,5-star Farmhouse in the City,142115355,Makenzie,7/23/2017,within an hour,100%,97%,t,Asheville,28805,35.59208,-82.53775,House,Entire home/apt,6,2,2,$285.00 ,$500.00 ,$100.00 ,100,moderate
20036903,Fashionable Gem in the Heart of West Asheville,1190262,April,9/21/2011,within an hour,100%,100%,t,Asheville,28806,35.58221,-82.57399,House,Entire home/apt,4,1,1,$125.00 ,$0.00 ,$50.00 ,99,moderate
20069569,Private Apartment in Quiet Mountain Neighborhood,142642961,Belinda And Cliff,7/26/2017,within an hour,100%,97%,t,Asheville,28805,35.61845,-82.471,Guest suite,Entire home/apt,4,1,1,$95.00 ,$0.00 ,$0.00 ,100,moderate
20070593,'Le Canard' Arden Home w/Fire Pit - Near Asheville,121681645,Evolve,3/20/2017,within an hour,98%,100%,f,Arden,28704,35.47484,-82.51008,House,Entire home/apt,5,1,2,$233.00 ,$0.00 ,$156.00 ,100,strict_14_with_grace_period
20074883,"Guest Suite of New,Modern House 5 min to Downtown",17610409,Alexandra,7/3/2014,within an hour,100%,97%,t,Asheville,28804,35.61071,-82.5531,Guest suite,Entire home/apt,4,1,2,$85.00 ,$300.00 ,$85.00 ,97,moderate
20089787,Downtown Asheville walkable retreat,46001530,Jonathan,10/7/2015,within an hour,100%,100%,f,Asheville,28801,35.59255,-82.55691,Apartment,Entire home/apt,2,1,0,$95.00 ,,$40.00 ,89,strict_14_with_grace_period
